url,country,city,city_source,niche,platform,perf,a11y,best_practices,seo,LCP_ms,CLS,TBT_ms,FCP_ms,bytes,load_category,error,measured_at,multi_city,source_file
amtechairny.com,US,New York,row,hvac,unknown,71,86,96,92,6946,0,113,1562,1506219,,,2026-09-25,no,New York_us_scores.csv
aristair.com,US,New York,row,hvac,,31,,,,4762,0.18,16957,2706,1298130,SLOW,,2026-09-25,no,New York_us_scores.csv
bbcond.com,US,New York,row,hvac,WordPress,99,92,100,92,1880,0,0,1076,456630,,,2026-09-25,no,New York_us_scores.csv
brownstoneheatingac.com,US,New York,row,hvac,unknown,84,91,100,100,2101,0,354,1666,955385,,,2026-09-25,no,New York_us_scores.csv
callinghvac.com,US,New York,row,hvac,,73,79,96,91,4742,0,0,3200,1022104,,,2026-09-25,no,New York_us_scores.csv
centralhvacservices.com,US,New York,row,hvac,unknown,70,57,100,91,4728,0,50,3724,708801,,,2026-09-25,no,New York_us_scores.csv
clarkshvacbrooklyn.com,US,New York,row,hvac,unknown,84,88,96,100,2606,0,0,2531,5271520,,,2026-09-25,no,New York_us_scores.csv
figliasons.com,US,New York,row,hvac,unknown,82,97,100,92,3348,0,0,3198,563800,,,2026-09-25,no,New York_us_scores.csv
fixarnyc.com,US,New York,row,hvac,unknown,91,100,96,100,2812,0,4,2737,374081,,,2026-09-25,no,New York_us_scores.csv
fusionrepair.com,US,New York,row,hvac,WordPress,50,93,92,100,4201,0,1126,3002,5237224,,,2026-09-25,no,New York_us_scores.csv
goodwinhc.com,US,New York,row,hvac,unknown,49,,100,,4591,0.445,115,3679,2183839,SLOW,,2026-09-25,no,New York_us_scores.csv
hvacnycpros.com,US,New York,row,hvac,unknown,69,77,92,100,6140,0,0,2576,1373816,,,2026-09-25,no,New York_us_scores.csv
ny-hvac.com,US,New York,row,hvac,unknown,99,97,100,100,1342,0,0,1338,698337,,,2026-09-25,no,New York_us_scores.csv
shepherdehc.com,US,New York,row,hvac,Wix,46,87,73,92,10127,0,679,3752,4608753,,,2026-09-25,no,New York_us_scores.csv
tropical-aire.com,US,New York,row,hvac,WordPress,50,86,96,85,25726,0,484,2851,8908113,,,2026-09-25,no,New York_us_scores.csv
ea-ny.com,US,New York,row,optometrist,NexHealth,83,94,100,83,3676,0,0,2734,583321,,,2026-09-25,no,New York_us_scores.csv
eurooptica.com,US,New York,row,optometrist,Shopify,44,77,92,85,4679,0,2135,2338,37289555,FAST,,2026-09-25,no,New York_us_scores.csv
eyedvisionoptical.com,US,New York,row,optometrist,unknown,74,96,100,100,18603,0,0,1801,5045192,,,2026-09-25,no,New York_us_scores.csv
iandeyeoptometry.com,US,New York,row,optometrist,unknown,81,46,100,92,3525,0,6,3271,402656,,,2026-09-25,no,New York_us_scores.csv
kingsbridgeeye.com,US,New York,row,optometrist,,66,81,81,92,3845,0,22,1702,990923,,,2026-09-25,no,New York_us_scores.csv
konstantin.net,US,New York,row,optometrist,unknown,62,84,100,100,1593,0,1944,1593,8098545,SLOW,,2026-09-25,no,New York_us_scores.csv
manhattanvisionassociates.com,US,New York,row,optometrist,,46,93,73,100,3712,0,2709,2022,4064041,FAST,,2026-09-25,no,New York_us_scores.csv
megavisionbrooklyn.com,US,New York,row,optometrist,unknown,59,93,100,100,7434,0,205,3156,2149689,,,2026-09-25,no,New York_us_scores.csv
muieyecare.com,US,New York,row,optometrist,unknown,91,78,96,92,2644,0,111,2254,2120530,,,2026-09-25,no,New York_us_scores.csv
nyceyeandvisioncare.com,US,New York,row,optometrist,NexHealth,85,94,96,100,3265,0,44,2856,952265,,,2026-09-25,no,New York_us_scores.csv
nynjoptometrist.com,US,New York,row,optometrist,WordPress,61,96,100,100,8415,0,339,1238,1006932,,,2026-09-25,no,New York_us_scores.csv
parkslopeeye.com,US,New York,row,optometrist,,97,,,,2103,0,0,2103,166982,FAST,,2026-09-25,no,New York_us_scores.csv
sunnysidevisioncenter.com,US,New York,row,optometrist,unknown,56,90,100,92,6481,0,180,4981,1743982,,,2026-09-25,no,New York_us_scores.csv
thectrue.com,US,New York,row,optometrist,unknown,73,82,92,100,5387,0,5,2508,3609446,,,2026-09-25,no,New York_us_scores.csv
usqeyecare.com,US,New York,row,optometrist,WordPress,43,88,96,77,12459,0,41,2358,4741821,SLOW,,2026-09-25,no,New York_us_scores.csv
visionaryoptics.com,US,New York,row,optometrist,Shopify,73,98,92,100,18131,0,0,2118,4675708,FAST,,2026-09-25,no,New York_us_scores.csv
visionny.net,US,New York,row,optometrist,WordPress,89,75,100,92,2506,0,0,2431,560704,,,2026-09-25,no,New York_us_scores.csv
visiononpark.com,US,New York,row,optometrist,WordPress,69,97,100,92,3785,0,326,1272,1928490,,,2026-09-25,no,New York_us_scores.csv
vistasiteeyecare.com,US,New York,row,optometrist,unknown,58,88,69,92,15489,0,319,1682,3053119,,,2026-09-25,no,New York_us_scores.csv
vistasitekingsplaza.com,US,New York,row,optometrist,unknown,50,90,77,92,13036,0,530,3029,2131216,,,2026-09-25,no,New York_us_scores.csv
activecarephysicaltherapy.com,US,New York,row,physio,,45,81,96,85,106071,0,493,3853,50732030,,,2026-09-25,no,New York_us_scores.csv
brooklyn-physicaltherapy.com,US,New York,row,physio,WordPress,34,65,73,100,11256,0,721,2707,2858897,,,2026-09-25,no,New York_us_scores.csv
brooklynphysicaltherapy.com,US,New York,row,physio,unknown,82,85,100,92,3322,0,0,3172,978837,SLOW,,2026-09-25,no,New York_us_scores.csv
determinationphysicaltherapy.com,US,New York,row,physio,WordPress,40,85,73,100,12831,0,1184,1764,11246662,,,2026-09-25,no,New York_us_scores.csv
excelpt.nyc,US,New York,row,physio,unknown,26,90,73,100,22452,0,2968,14494,12995253,,,2026-09-25,no,New York_us_scores.csv
handsofhopeny.com,US,New York,row,physio,WordPress,73,96,92,100,7267,0,0,2318,1421910,AVERAGE,,2026-09-25,no,New York_us_scores.csv
hdphysicaltherapy.com,US,New York,row,physio,WordPress,45,88,96,92,3484,0,1578,3184,3842566,SLOW,,2026-09-25,no,New York_us_scores.csv
jamesfowlerpt.com,US,New York,row,physio,unknown,57,84,100,100,10728,0,116,4224,2813838,,,2026-09-25,no,New York_us_scores.csv
manhattanptandpain.com,US,New York,row,physio,unknown,32,84,92,85,6838,0,867,5004,10820733,AVERAGE,,2026-09-25,no,New York_us_scores.csv
movingforwardpt.nyc,US,New York,row,physio,unknown,62,89,100,100,7110,0,154,3006,5103581,,,2026-09-25,no,New York_us_scores.csv
mptsm.com,US,New York,row,physio,,85,69,96,85,2879,0,198,2703,5480524,,,2026-09-25,no,New York_us_scores.csv
msmpt.com,US,New York,row,physio,unknown,35,93,54,100,14062,0,330,1960,2026830,,,2026-09-25,no,New York_us_scores.csv
nyppt.com,US,New York,row,physio,WordPress,70,95,96,100,4049,0,0,3974,827632,,,2026-09-25,no,New York_us_scores.csv
omegaptny.com,US,New York,row,physio,unknown,96,100,100,100,2553,0,23,1701,5192039,,,2026-09-25,no,New York_us_scores.csv
physicaltherapistsnyc.com,US,New York,row,physio,WordPress,70,88,96,100,5829,0,225,1260,3582369,AVERAGE,,2026-09-25,no,New York_us_scores.csv
principalpt.com,US,New York,row,physio,WordPress,80,82,73,92,4367,0,145,1692,5036412,,,2026-09-25,no,New York_us_scores.csv
ptofthecity.com,US,New York,row,physio,unknown,56,92,92,100,7434,0,481,3601,8464192,FAST,,2026-09-25,no,New York_us_scores.csv
regoparkphysicaltherapy.com,US,New York,row,physio,WordPress,20,79,77,85,6378,0,1635,4916,31243409,,,2026-09-25,no,New York_us_scores.csv
spearcenter.com,US,New York,row,physio,WordPress,54,97,96,100,2855,0,2060,2855,10693617,AVERAGE,,2026-09-25,no,New York_us_scores.csv
vantagemedicalassociates.com,US,New York,row,physio,WordPress,54,80,96,100,6530,0,315,4657,5066925,FAST,,2026-09-25,no,New York_us_scores.csv
bklynhometeam.com,US,New York,row,realtor,WordPress,38,68,100,85,21078,0,416,3161,5705205,,,2026-09-25,no,New York_us_scores.csv
braithrealty.com,US,New York,row,realtor,,48,96,77,100,3601,0,2298,3005,5086168,,,2026-09-25,no,New York_us_scores.csv
brianklewis.com,US,New York,row,realtor,WordPress,65,100,77,100,6411,0,140,3305,23354323,,,2026-09-25,no,New York_us_scores.csv
cindygokay.com,US,New York,row,realtor,Squarespace,57,98,96,100,4356,0,640,2706,4391856,,,2026-09-25,no,New York_us_scores.csv
claudialooi.com,US,New York,row,realtor,,89,95,100,92,2401,0,0,1364,6930984,,,2026-09-25,no,New York_us_scores.csv
donnabradbury.com,US,New York,row,realtor,Wix,69,90,96,100,2632,0,1322,2406,2661710,,,2026-09-25,no,New York_us_scores.csv
elliman.com,US,New York,row,realtor,unknown,28,93,92,100,13201,0,4592,2701,19551460,AVERAGE,,2026-09-25,no,New York_us_scores.csv
franceskatzen.com,US,New York,row,realtor,unknown,59,91,92,85,14546,0,66,4313,7922469,,,2026-09-25,no,New York_us_scores.csv
janekatznyc.com,US,New York,row,realtor,unknown,60,79,96,77,15834,0,178,3455,10796991,,,2026-09-25,no,New York_us_scores.csv
kayla.serhant.com,US,New York,row,realtor,,62,,,,5170,0.002,426,3156,4523098,SLOW,,2026-09-25,no,New York_us_scores.csv
kwnyc.com,US,New York,row,realtor,unknown,39,84,96,85,12058,0,884,3980,31709414,FAST,,2026-09-25,no,New York_us_scores.csv
louisebeit.com,US,New York,row,realtor,,52,94,96,92,49711,0,181,49711,10037381,,,2026-09-25,no,New York_us_scores.csv
massadahomes.com,US,New York,row,realtor,,79,54,85,92,3751,0,145,2882,2139801,,,2026-09-25,no,New York_us_scores.csv
mrgnyc.com,US,New York,row,realtor,,61,,,,8927,0,0,4381,15470546,SLOW,,2026-09-25,no,New York_us_scores.csv
natebrown.com,US,New York,row,realtor,unknown,31,86,73,85,8696,0,1509,4952,4348715,,,2026-09-25,no,New York_us_scores.csv
queenshometeam.com,US,New York,row,realtor,WordPress,22,79,77,85,9976,0,7715,2856,21377999,FAST,,2026-09-25,no,New York_us_scores.csv
rachelrealtynyc.com,US,New York,row,realtor,unknown,66,76,96,77,17784,0,140,2131,3760454,,,2026-09-25,no,New York_us_scores.csv
realestateagentmanhattan.com,US,New York,row,realtor,WordPress,76,88,100,100,4052,0,65,2420,3391925,,,2026-09-25,no,New York_us_scores.csv
realnyproperties.com,US,New York,row,realtor,unknown,68,81,96,92,5288,0,174,3494,7352257,AVERAGE,,2026-09-25,no,New York_us_scores.csv
sharolnycrealtor.com,US,New York,row,realtor,unknown,61,85,96,85,6243,0,277,3305,31997201,,,2026-09-25,no,New York_us_scores.csv
centercitydentists.com,US,Philadelphia,row,dental,unknown,36,93,92,100,11918,0,1555,3372,2981735,,,2026-09-26,no,Philadelphia_us_scores.csv
centercityfamilydentist.com,US,Philadelphia,row,dental,unknown,27,93,69,100,29684,0,2233,22034,22921525,,,2026-09-26,no,Philadelphia_us_scores.csv
centeronedentalphilly.com/about-us,US,Philadelphia,row,dental,WordPress,37,95,96,100,5673,0,140,4149,2247454,,,2026-09-26,no,Philadelphia_us_scores.csv
cosmeticdentistphiladelphia.com,US,Philadelphia,row,dental,WordPress,43,83,92,92,7686,0,259,3095,13086234,,,2026-09-26,no,Philadelphia_us_scores.csv
dagsmiles.com,US,Philadelphia,row,dental,WordPress,94,87,81,92,2850,0,0,1608,257388,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
dentalartsofchestnuthill.com,US,Philadelphia,row,dental,,85,91,85,85,3154,0,288,1685,1474875,,,2026-09-26,no,Philadelphia_us_scores.csv
dentistphiladelphia.com,US,Philadelphia,row,dental,,99,93,100,100,1801,0,0,1374,1410978,,,2026-09-26,no,Philadelphia_us_scores.csv
frankforddentalcare.com,US,Philadelphia,row,dental,,86,93,96,40,2985,0,368,766,1103216,,,2026-09-26,no,Philadelphia_us_scores.csv
mayfairfamilydentistry.com,US,Philadelphia,row,dental,unknown,65,79,96,82,8704,0,193,2914,2607438,,,2026-09-26,no,Philadelphia_us_scores.csv
padentalgroup.com,US,Philadelphia,row,dental,unknown,50,91,100,92,16764,0,297,4259,3026225,,,2026-09-26,no,Philadelphia_us_scores.csv
peradentistry.com,US,Philadelphia,row,dental,unknown,75,100,100,92,5851,0,79,1830,1095493,,,2026-09-26,no,Philadelphia_us_scores.csv
philadelphiadental.com,US,Philadelphia,row,dental,unknown,95,95,96,92,1951,0,134,926,1521676,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
philafamilydentist.com,US,Philadelphia,row,dental,unknown,94,83,100,100,2777,0,43,1828,1105042,,,2026-09-26,no,Philadelphia_us_scores.csv
phillydentistry.com,US,Philadelphia,row,dental,WordPress,33,94,65,92,26567,0,4108,2251,6912619,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
rhawnhurstdental.com,US,Philadelphia,row,dental,WordPress,82,93,100,92,4691,0,72,1367,1185229,,,2026-09-26,no,Philadelphia_us_scores.csv
southbroaddental.com,US,Philadelphia,row,dental,unknown,52,86,100,85,14200,0,280,6989,6852478,,,2026-09-26,no,Philadelphia_us_scores.csv
southphillydental.net,US,Philadelphia,row,dental,Squarespace,56,99,96,92,11872,0,158,7680,2183479,,,2026-09-26,no,Philadelphia_us_scores.csv
thephiladelphiadentist.com,US,Philadelphia,row,dental,,45,86,96,100,21854,0,393,10655,4420069,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
westphillydentists.com,US,Philadelphia,row,dental,Wix,72,93,100,85,5327,0,127,3152,2839752,,,2026-09-26,no,Philadelphia_us_scores.csv
whitmandental.com,US,Philadelphia,row,dental,unknown,30,83,96,100,10998,0,497,5352,2221822,,,2026-09-26,no,Philadelphia_us_scores.csv
airchangeshvac.com,US,Philadelphia,row,hvac,unknown,74,82,81,100,6036,0,0,1581,1161998,,,2026-09-26,no,Philadelphia_us_scores.csv
airmasterpa.com,US,Philadelphia,row,hvac,WordPress,72,97,100,92,4606,0,279,2011,2827977,,,2026-09-26,no,Philadelphia_us_scores.csv
angelhvac.com,US,Philadelphia,row,hvac,WordPress,62,75,96,75,18322,0,221,2000,3801865,SLOW,,2026-09-26,no,Philadelphia_us_scores.csv
billfrusco.com,US,Philadelphia,row,hvac,unknown,47,84,54,92,8327,0,757,1366,19964484,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
bryansheatpa.com,US,Philadelphia,row,hvac,unknown,39,83,73,92,12561,0,696,9032,2147043,,,2026-09-26,no,Philadelphia_us_scores.csv
comfyphilly.com,US,Philadelphia,row,hvac,unknown,60,94,92,92,6400,0,477,2230,2245961,,,2026-09-26,no,Philadelphia_us_scores.csv
generation3electric.com,US,Philadelphia,row,hvac,,39,86,96,100,10605,0,1025,2308,4005082,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
hollidayhvac.org,US,Philadelphia,row,hvac,WordPress,53,86,92,100,17476,0,238,3934,4452254,,,2026-09-26,no,Philadelphia_us_scores.csv
hvacphillyinc.com,US,Philadelphia,row,hvac,unknown,83,95,100,100,3089,0,0,2420,453728,,,2026-09-26,no,Philadelphia_us_scores.csv
mcclainshvac.com,US,Philadelphia,row,hvac,Squarespace,47,95,100,92,12324,0,568,3548,2140996,,,2026-09-26,no,Philadelphia_us_scores.csv
mccorrycomfort.com,US,Philadelphia,row,hvac,unknown,69,92,96,100,6639,0,173,2881,882321,,,2026-09-26,no,Philadelphia_us_scores.csv
petersassociateshvac.com,US,Philadelphia,row,hvac,,78,80,100,100,2855,0,397,2855,1765733,,,2026-09-26,no,Philadelphia_us_scores.csv
phillyprohvac.com,US,Philadelphia,row,hvac,unknown,52,87,96,82,25170,0,0,25020,4094347,,,2026-09-26,no,Philadelphia_us_scores.csv
pykhvacpa.com,US,Philadelphia,row,hvac,,98,55,88,73,1664,0,0,1664,41207,,,2026-09-26,no,Philadelphia_us_scores.csv
rrmechanicalhvac.com,US,Philadelphia,row,hvac,WordPress,37,89,96,85,21431,0,1169,2702,5161277,,,2026-09-26,no,Philadelphia_us_scores.csv
toranheating.com,US,Philadelphia,row,hvac,WordPress,41,96,96,100,8401,0,934,2855,3374195,,,2026-09-26,no,Philadelphia_us_scores.csv
trustcoheatingandair.com,US,Philadelphia,row,hvac,unknown,56,85,100,100,7412,0,226,3202,1170502,,,2026-09-26,no,Philadelphia_us_scores.csv
universalheatingandairconditioning.com,US,Philadelphia,row,hvac,unknown,67,89,100,92,8369,0,283,1964,1954670,,,2026-09-26,no,Philadelphia_us_scores.csv
westpointhvac.us,US,Philadelphia,row,hvac,unknown,69,85,100,100,2735,0,0,2735,300815,,,2026-09-26,no,Philadelphia_us_scores.csv
wfsmith.com,US,Philadelphia,row,hvac,,64,87,78,85,9114,0,224,2954,13692197,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
chestnuthilleye.com,US,Philadelphia,row,optometrist,unknown,57,84,96,85,14081,0,128,4493,7050159,,,2026-09-26,no,Philadelphia_us_scores.csv
drbrewerandassociates.com,US,Philadelphia,row,optometrist,unknown,88,54,96,92,2909,0,61,2883,328520,,,2026-09-26,no,Philadelphia_us_scores.csv
drspageandward.com,US,Philadelphia,row,optometrist,unknown,60,82,100,100,11882,0,45,3332,1719526,,,2026-09-26,no,Philadelphia_us_scores.csv
mayfairvisioncenter.com,US,Philadelphia,row,optometrist,,92,85,96,77,2267,0,236,1696,1353717,,,2026-09-26,no,Philadelphia_us_scores.csv
modern-optometry.com,US,Philadelphia,row,optometrist,unknown,74,43,100,92,3989,0,28,3531,1425938,,,2026-09-26,no,Philadelphia_us_scores.csv
mybrowneyecare.com,US,Philadelphia,row,optometrist,unknown,66,43,81,92,7754,0,108,2587,1791972,,,2026-09-26,no,Philadelphia_us_scores.csv
nostalgiceyecare.com,US,Philadelphia,row,optometrist,Wix,35,96,77,100,7913,0,1517,3159,4747526,,,2026-09-26,no,Philadelphia_us_scores.csv
optimavisioncenter.com,US,Philadelphia,row,optometrist,unknown,72,96,100,100,6101,0,0,2930,2558231,,,2026-09-26,no,Philadelphia_us_scores.csv
philadelphia.refocuseyedoctors.com,US,Philadelphia,row,optometrist,WordPress,73,97,96,100,5201,0,228,1954,1589772,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
phillyeye.com,US,Philadelphia,row,optometrist,WordPress,32,91,100,85,12500,0,488,2063,4339814,SLOW,,2026-09-26,no,Philadelphia_us_scores.csv
phillyvisioncare.com,US,Philadelphia,row,optometrist,,54,89,78,100,21159,0,179,4922,3590732,,,2026-09-26,no,Philadelphia_us_scores.csv
phillyvisioncenter.com,US,Philadelphia,row,optometrist,unknown,62,96,92,92,11317,0,74,2262,8666298,,,2026-09-26,no,Philadelphia_us_scores.csv
pinevisioncare.com,US,Philadelphia,row,optometrist,,77,96,96,100,3383,0,358,2735,11597429,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
rittenhouseeyeassociates.com,US,Philadelphia,row,optometrist,WordPress,34,92,100,92,7156,1,485,1683,1292611,,,2026-09-26,no,Philadelphia_us_scores.csv
shoaeye.com,US,Philadelphia,row,optometrist,WordPress,56,90,77,100,15194,0,407,1940,2254496,,,2026-09-26,no,Philadelphia_us_scores.csv
southphillyoptical.com,US,Philadelphia,row,optometrist,Squarespace,54,83,77,92,7876,0,382,2885,2757081,,,2026-09-26,no,Philadelphia_us_scores.csv
trendeyecare.com,US,Philadelphia,row,optometrist,,58,77,100,85,5707,0,31,1739,1136185,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
visioeyecare.com,US,Philadelphia,row,optometrist,,82,100,96,92,3547,0,0,3322,305988,,,2026-09-26,no,Philadelphia_us_scores.csv
visionopticspa.com,US,Philadelphia,row,optometrist,Wix,71,82,77,100,4291,0,403,2712,2605481,,,2026-09-26,no,Philadelphia_us_scores.csv
whitmanfamilyeyecare.com,US,Philadelphia,row,optometrist,unknown,65,79,33,82,5461,0,0,4711,14104342,,,2026-09-26,no,Philadelphia_us_scores.csv
aptphilly.com,US,Philadelphia,row,physio,WordPress,55,85,96,100,9758,0,580,2592,2476636,,,2026-09-26,no,Philadelphia_us_scores.csv
atipt.com,US,Philadelphia,row,physio,WordPress,50,88,100,92,26765,0,376,4081,8484818,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
cloudlinept.com,US,Philadelphia,row,physio,Squarespace,33,89,96,100,12112,0,844,8263,3789712,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
get.duvelahealth.com,US,Philadelphia,row,physio,unknown,41,91,92,82,7202,0,686,3326,3382625,,,2026-09-26,no,Philadelphia_us_scores.csv
harrisonphysicaltherapypa.com,US,Philadelphia,row,physio,unknown,83,96,96,100,4400,0,42,1812,606949,,,2026-09-26,no,Philadelphia_us_scores.csv
hazelphysicaltherapy.com,US,Philadelphia,row,physio,Wix,64,95,77,100,8087,0,108,4163,2896602,,,2026-09-26,no,Philadelphia_us_scores.csv
ivyrehab.com,US,Philadelphia,row,physio,,64,92,100,92,7059,0,88,4204,11065037,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
lafortalezarehab.com,US,Philadelphia,row,physio,WordPress,69,82,92,100,6586,0,134,2664,2412801,,,2026-09-26,no,Philadelphia_us_scores.csv
mobilitidept.com,US,Philadelphia,row,physio,Squarespace,47,92,96,100,11788,0,662,2788,3292814,,,2026-09-26,no,Philadelphia_us_scores.csv
morethanmvmt.com,US,Philadelphia,row,physio,unknown,43,96,100,92,9728,0,941,3185,1402750,,,2026-09-26,no,Philadelphia_us_scores.csv
novacare.com,US,Philadelphia,row,physio,,52,97,96,100,13119,0,416,3001,2462428,AVERAGE,,2026-09-26,yes,Philadelphia_us_scores.csv
optimalptgym.com,US,Philadelphia,row,physio,Squarespace,58,100,100,92,5027,0,644,2779,1955683,,,2026-09-26,no,Philadelphia_us_scores.csv
oxfordrehab.com,US,Philadelphia,row,physio,,95,86,96,92,1950,0,0,1950,12477080,,,2026-09-26,no,Philadelphia_us_scores.csv
pathtoperformancept.com,US,Philadelphia,row,physio,Wix,39,92,73,92,7610,0,1402,3008,6664158,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
premierphillypt.com,US,Philadelphia,row,physio,,58,77,74,85,7772,0,215,4024,1333450,,,2026-09-26,no,Philadelphia_us_scores.csv
ptphiladelphia.com,US,Philadelphia,row,physio,unknown,99,91,96,100,1632,0,0,1136,401935,,,2026-09-26,no,Philadelphia_us_scores.csv
restorethefloorpt.com/physical-therapy-philadelphia-pa,US,Philadelphia,row,physio,Wix,41,96,56,92,6512,0,820,3962,3716583,,,2026-09-26,no,Philadelphia_us_scores.csv
strivephysicaltherapy.com,US,Philadelphia,row,physio,,24,93,96,100,12001,0,1808,3751,4698935,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
vitalityphysicaltherapy.com,US,Philadelphia,row,physio,WordPress,47,93,74,92,10682,0,189,2919,1810928,,,2026-09-26,no,Philadelphia_us_scores.csv
zarettrehab.com,US,Philadelphia,row,physio,WordPress,34,96,96,100,17776,0,1323,3602,6276900,,,2026-09-26,no,Philadelphia_us_scores.csv
centercitycondos.com,US,Philadelphia,row,realtor,WordPress,32,90,77,100,13812,0,1120,12342,7382226,SLOW,,2026-09-26,no,Philadelphia_us_scores.csv
centercityhomes.com,US,Philadelphia,row,realtor,unknown,68,86,96,85,5318,0,146,3668,896590,,,2026-09-26,no,Philadelphia_us_scores.csv
centercitylistings.com,US,Philadelphia,row,realtor,unknown,76,84,78,82,2178,0,836,2048,1630156,,,2026-09-26,no,Philadelphia_us_scores.csv
diversifiedrealtysolutions.com,US,Philadelphia,row,realtor,,55,83,96,92,15376,0,130,5191,4710855,,,2026-09-26,no,Philadelphia_us_scores.csv
elfantwissahickon.com,US,Philadelphia,row,realtor,unknown,57,75,70,85,14976,0,161,4115,3892321,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
fishtownre.com,US,Philadelphia,row,realtor,WordPress,52,70,96,69,48006,0,388,2933,16328336,,,2026-09-26,no,Philadelphia_us_scores.csv
frankaltamuro.com,US,Philadelphia,row,realtor,WordPress,32,88,54,85,19391,0,1180,5108,8090235,,,2026-09-26,no,Philadelphia_us_scores.csv
houwzer.com,US,Philadelphia,row,realtor,WordPress,99,88,100,100,2110,0,0,1143,843780,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
hvostalgroup.com,US,Philadelphia,row,realtor,unknown,91,87,96,92,3103,0,0,2193,600266,,,2026-09-26,no,Philadelphia_us_scores.csv
intownreg.com,US,Philadelphia,row,realtor,unknown,43,90,96,85,15881,0,65,2125,3552838,,,2026-09-26,no,Philadelphia_us_scores.csv
lylrealty.com,US,Philadelphia,row,realtor,unknown,76,86,96,100,5176,0,82,1104,3013511,,,2026-09-26,no,Philadelphia_us_scores.csv
mainlinephillyhomes.com,US,Philadelphia,row,realtor,unknown,64,75,92,85,5701,0,212,2705,55667103,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
mccannteam.com,US,Philadelphia,row,realtor,unknown,64,78,96,85,4361,0,371,3305,2583458,AVERAGE,,2026-09-26,no,Philadelphia_us_scores.csv
mgcrealestategroup.com,US,Philadelphia,row,realtor,unknown,57,87,69,100,12826,0,102,7724,3007016,,,2026-09-26,no,Philadelphia_us_scores.csv
phillyhomegirls.com,US,Philadelphia,row,realtor,Squarespace,30,88,96,85,24286,0,1449,7720,8905945,FAST,,2026-09-26,no,Philadelphia_us_scores.csv
silvertonehomes.com,US,Philadelphia,row,realtor,WordPress,43,76,54,92,26718,0,693,3083,29739612,,,2026-09-26,no,Philadelphia_us_scores.csv
southphillyrealestateteam.com,US,Philadelphia,row,realtor,,55,98,77,100,6878,0,652,2803,3520075,,,2026-09-26,no,Philadelphia_us_scores.csv
thelibertygrouprealty.com,US,Philadelphia,row,realtor,unknown,61,83,100,83,6171,0,99,5093,1013222,,,2026-09-26,no,Philadelphia_us_scores.csv
theobrienhomes.com,US,Philadelphia,row,realtor,,57,69,73,92,14344,0,166,4705,2556520,,,2026-09-26,no,Philadelphia_us_scores.csv
volperealestateinc.com,US,Philadelphia,row,realtor,,48,80,88,92,12988,0,357,4077,3407414,,,2026-09-26,no,Philadelphia_us_scores.csv
arcadiadentalgroup.com,US,Phoenix,row,dental,WordPress,69,82,96,85,8184,0,0,1874,1888514,,,2026-09-26,no,Phoenix_us_scores.csv
arizonabiltmoredentistry.com,US,Phoenix,row,dental,WordPress,99,93,100,100,1876,0,92,968,3835312,AVERAGE,,2026-09-26,no,Phoenix_us_scores.csv
atriumdental.net,US,Phoenix,row,dental,WordPress,89,93,96,100,3233,0,0,1860,17016883,,,2026-09-26,no,Phoenix_us_scores.csv
bcrdentistry.com,US,Phoenix,row,dental,WordPress,41,94,92,92,6165,0,933,3194,14942921,,,2026-09-26,no,Phoenix_us_scores.csv
biltmorecommonsdental.com,US,Phoenix,row,dental,,73,100,81,100,4750,0,36,2180,372678,,,2026-09-26,no,Phoenix_us_scores.csv
centerpointdentalaz.com,US,Phoenix,row,dental,,61,82,96,85,10426,0,165,2883,2469236,,,2026-09-26,no,Phoenix_us_scores.csv
centralvalleydentistry.com,US,Phoenix,row,dental,WordPress,58,100,100,100,13115,0,333,2863,2304688,SLOW,,2026-09-26,no,Phoenix_us_scores.csv
clearskydentalcare.com,US,Phoenix,row,dental,WordPress,64,97,96,92,9186,0,120,3996,12657403,,,2026-09-26,no,Phoenix_us_scores.csv
dentalimplantsphoenixaz.com,US,Phoenix,row,dental,WordPress,66,92,100,100,3520,0,104,3520,12031174,,,2026-09-26,no,Phoenix_us_scores.csv
desertdentalaz.com,US,Phoenix,row,dental,unknown,85,79,81,85,2462,0,88,2289,1750329,,,2026-09-26,no,Phoenix_us_scores.csv
