url,country,city,city_source,niche,platform,perf,a11y,best_practices,seo,LCP_ms,CLS,TBT_ms,FCP_ms,bytes,load_category,error,measured_at,multi_city,source_file
atooth.com,US,Chicago,row,dental,,48,93,96,92,6226,0,645,4736,2903175,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
chicagocosmeticdentalcare.com,US,Chicago,row,dental,,38,85,92,85,10964,0,1017,3277,5654942,,,2026-09-26,no,Chicago_us_scores.csv
chicagodental312.com,US,Chicago,row,dental,unknown,60,89,92,100,15085,0,66,3306,4178810,,,2026-09-26,no,Chicago_us_scores.csv
chicagofamilydental.com,US,Chicago,row,dental,unknown,87,87,73,100,3172,0,72,1850,1028218,,,2026-09-26,no,Chicago_us_scores.csv
chicagoloopdentistry.com,US,Chicago,row,dental,unknown,70,87,96,92,3077,0,622,2402,2820768,,,2026-09-26,no,Chicago_us_scores.csv
downtown-dental.com,US,Chicago,row,dental,,30,93,77,92,16654,0,1818,4481,6000271,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
drflak.com,US,Chicago,row,dental,unknown,67,89,100,83,6348,0,44,1797,3209609,,,2026-09-26,no,Chicago_us_scores.csv
drramybahu.com,US,Chicago,row,dental,unknown,88,100,100,100,3542,0,0,2124,1922966,,,2026-09-26,no,Chicago_us_scores.csv
drsbloom.com,US,Chicago,row,dental,,64,86,96,100,7351,0,47,3601,1175026,,,2026-09-26,no,Chicago_us_scores.csv
everdentalstudio.com,US,Chicago,row,dental,WordPress,54,91,96,92,3976,0,301,1651,677969,,,2026-09-26,no,Chicago_us_scores.csv
impressionsdentalchicago.com,US,Chicago,row,dental,unknown,83,71,88,83,3084,0,0,2450,351711,,,2026-09-26,no,Chicago_us_scores.csv
intheloopdentist.com,US,Chicago,row,dental,WordPress,51,78,77,85,4910,0,71,3871,10603681,,,2026-09-26,no,Chicago_us_scores.csv
lakeviewdentalarts.com,US,Chicago,row,dental,Squarespace,36,92,100,100,17765,0,896,5416,3150252,,,2026-09-26,no,Chicago_us_scores.csv
lincolnavedentalgroup.com,US,Chicago,row,dental,Wix,35,91,96,100,9585,0,1344,3159,5143907,,,2026-09-26,no,Chicago_us_scores.csv
lpsdental.com,US,Chicago,row,dental,unknown,42,91,,100,5114,0,944,4212,2978269,SLOW,,2026-09-26,no,Chicago_us_scores.csv
lvdachicago.com,US,Chicago,row,dental,WordPress,52,78,81,85,12252,0,232,7435,2332577,,,2026-09-26,no,Chicago_us_scores.csv
parkwestfamilydental.com,US,Chicago,row,dental,WordPress,57,88,100,85,4143,0,34,4143,4789911,,,2026-09-26,no,Chicago_us_scores.csv
premierdentistrychicago.com,US,Chicago,row,dental,WordPress,77,87,100,100,4264,0,284,1351,505557,,,2026-09-26,no,Chicago_us_scores.csv
puredentalspa.com,US,Chicago,row,dental,,100,94,100,92,937,0,0,912,1027266,FAST,,2026-09-26,no,Chicago_us_scores.csv
strobeldentistry.com,US,Chicago,row,dental,WordPress,17,85,96,100,8366,1,769,3225,12466523,,,2026-09-26,no,Chicago_us_scores.csv
773hotcold.com,US,Chicago,row,hvac,WordPress,62,87,96,85,11510,0,79,2646,3868727,,,2026-09-26,no,Chicago_us_scores.csv
alltemp.com,US,Chicago,row,hvac,WordPress,53,100,100,100,3123,0,2445,1998,1076438,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
alwaysreadyrepair.com,US,Chicago,row,hvac,unknown,38,97,96,92,4727,0,2676,3527,20331743,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
berniesheating.com,US,Chicago,row,hvac,unknown,91,96,92,100,1230,0,372,921,952606,,,2026-09-26,no,Chicago_us_scores.csv
chicagocomforthvac.com,US,Chicago,row,hvac,WordPress,54,93,100,100,32393,0,150,6301,9827568,,,2026-09-26,no,Chicago_us_scores.csv
chicagohvacrepairdr.com,US,Chicago,row,hvac,WordPress,70,84,96,85,2860,0,459,2709,4440713,,,2026-09-26,no,Chicago_us_scores.csv
ecotemphvac.com,US,Chicago,row,hvac,WordPress,62,90,88,100,13981,0,408,1349,3522016,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
englerheating.com,US,Chicago,row,hvac,,43,82,77,92,10951,0,147,5852,3142708,,,2026-09-26,no,Chicago_us_scores.csv
enrights.com,US,Chicago,row,hvac,unknown,57,83,96,100,5614,0,456,1497,764720,,,2026-09-26,no,Chicago_us_scores.csv
expediencehvac.com,US,Chicago,row,hvac,WordPress,6,75,88,100,61358,0,3424,3752,11828695,,,2026-09-26,no,Chicago_us_scores.csv
firststarhvac.com,US,Chicago,row,hvac,unknown,65,95,96,100,8281,0,124,3305,1563113,,,2026-09-26,no,Chicago_us_scores.csv
fivestar247.com,US,Chicago,row,hvac,,59,82,73,85,8101,0,231,3542,4573584,,,2026-09-26,no,Chicago_us_scores.csv
flyplumbing.com,US,Chicago,row,hvac,unknown,67,91,96,85,5317,0,340,2694,2115266,FAST,,2026-09-26,no,Chicago_us_scores.csv
fourseasonsheatingcooling.com,US,Chicago,row,hvac,WordPress,39,73,73,85,18285,0,238,2428,4907916,FAST,,2026-09-26,no,Chicago_us_scores.csv
frontlineheatingcooling.com,US,Chicago,row,hvac,unknown,90,90,77,92,1258,0,319,1238,1402348,,,2026-09-26,no,Chicago_us_scores.csv
jtrenergy.com,US,Chicago,row,hvac,,68,84,96,92,7584,0,220,1201,2526488,,,2026-09-26,no,Chicago_us_scores.csv
myheroair.com,US,Chicago,row,hvac,unknown,48,86,100,100,10097,0,622,3155,4003149,,,2026-09-26,no,Chicago_us_scores.csv
shavitz.com,US,Chicago,row,hvac,WordPress,79,85,100,100,3902,0,0,2855,959470,,,2026-09-26,no,Chicago_us_scores.csv
southsuburbanheating.com,US,Chicago,row,hvac,,59,86,96,92,6376,0,329,1540,2078313,,,2026-09-26,no,Chicago_us_scores.csv
sunsetheatingandairconditioning.com,US,Chicago,row,hvac,unknown,58,91,96,92,2908,0,7157,1803,4647496,,,2026-09-26,no,Chicago_us_scores.csv
bigcityoptical.com,US,Chicago,row,optometrist,,23,87,73,85,7953,0,6934,3002,6730886,FAST,,2026-09-26,no,Chicago_us_scores.csv
blinkfamilyeyecare.com,US,Chicago,row,optometrist,Wix,76,96,100,92,5816,0,1,2269,1345546,,,2026-09-26,no,Chicago_us_scores.csv
chicagoarboreye.com,US,Chicago,row,optometrist,WordPress,70,91,100,92,4132,0,260,1677,2839645,FAST,,2026-09-26,no,Chicago_us_scores.csv
customeyes2020.com,US,Chicago,row,optometrist,,35,81,92,92,15976,0,565,4120,2168581,FAST,,2026-09-26,no,Chicago_us_scores.csv
deanoptical.com,US,Chicago,row,optometrist,WordPress,44,100,96,100,21748,0,783,2885,3088870,,,2026-09-26,no,Chicago_us_scores.csv
dreyesee.com,US,Chicago,row,optometrist,,67,86,100,85,7266,0,135,2016,1393740,,,2026-09-26,no,Chicago_us_scores.csv
eyespecialistsofillinois.com,US,Chicago,row,optometrist,,73,88,100,85,8554,0,86,1692,1281381,,,2026-09-26,no,Chicago_us_scores.csv
forsiteoptical.com,US,Chicago,row,optometrist,,87,81,96,73,3185,0,0,3185,158880,,,2026-09-26,no,Chicago_us_scores.csv
hydeparkoptometrists.com,US,Chicago,row,optometrist,,61,92,96,100,74417,0,192,2451,14882181,,,2026-09-26,no,Chicago_us_scores.csv
lsqeyecare.com,US,Chicago,row,optometrist,unknown,64,83,96,82,12114,0,69,2914,2555331,,,2026-09-26,no,Chicago_us_scores.csv
pilseneyecare.com,US,Chicago,row,optometrist,unknown,51,47,96,92,3203,0,5033,3203,1363414,,,2026-09-26,no,Chicago_us_scores.csv
prismeyecareinc.com,US,Chicago,row,optometrist,unknown,69,91,69,100,2777,0,0,2368,597419,,,2026-09-26,no,Chicago_us_scores.csv
rosineyecare.com,US,Chicago,row,optometrist,WordPress,28,82,92,85,19651,0,559,2733,6573925,SLOW,,2026-09-26,no,Chicago_us_scores.csv
spencerseyecare.com,US,Chicago,row,optometrist,,74,93,85,92,7056,0,79,1675,5258027,,,2026-09-26,no,Chicago_us_scores.csv
uptownfamilyvision.com,US,Chicago,row,optometrist,unknown,68,44,96,92,8041,0,49,2705,1585360,,,2026-09-26,no,Chicago_us_scores.csv
villageeyecare.net,US,Chicago,row,optometrist,WordPress,42,76,92,92,21245,0,531,5049,3901786,SLOW,,2026-09-26,no,Chicago_us_scores.csv
visionparkridge.com,US,Chicago,row,optometrist,WordPress,39,95,73,85,15152,0,274,7692,10301520,,,2026-09-26,no,Chicago_us_scores.csv
weareyewear-chicago.com,US,Chicago,row,optometrist,,38,93,73,100,17977,0,1564,2008,4971349,,,2026-09-26,no,Chicago_us_scores.csv
westloopeyecare.com,US,Chicago,row,optometrist,unknown,25,84,50,85,8622,0,644,3894,2125697,,,2026-09-26,no,Chicago_us_scores.csv
wickerparkeyecenter.com,US,Chicago,row,optometrist,unknown,73,91,100,92,3268,0,171,3268,8409776,,,2026-09-26,no,Chicago_us_scores.csv
chicagophysicaltherapists.com,US,Chicago,row,physio,Squarespace,65,90,96,92,9349,0,170,2556,2171369,FAST,,2026-09-26,no,Chicago_us_scores.csv
dynamic-pt.com,US,Chicago,row,physio,WordPress,54,98,100,92,12601,0,284,4585,2262925,,,2026-09-26,no,Chicago_us_scores.csv
freebodypt.com,US,Chicago,row,physio,WordPress,26,89,96,92,15610,0,678,2414,4187007,,,2026-09-26,no,Chicago_us_scores.csv
fyzicalchicago.com,US,Chicago,row,physio,WordPress,59,89,77,100,3826,0,788,1387,3123730,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
impactphysicaltherapy.com,US,Chicago,row,physio,WordPress,70,94,96,92,4415,0,549,1246,7510088,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
itsrehab.com,US,Chicago,row,physio,unknown,57,78,96,91,20957,0,116,4050,3454179,,,2026-09-26,no,Chicago_us_scores.csv
lakeshore-pt.com,US,Chicago,row,physio,WordPress,63,89,96,92,5626,0,322,2769,3772815,,,2026-09-26,no,Chicago_us_scores.csv
lincolnparkpt.com,US,Chicago,row,physio,unknown,94,88,96,83,3018,0,41,932,526916,,,2026-09-26,no,Chicago_us_scores.csv
movementphysicaltherapy.com,US,Chicago,row,physio,WordPress,62,80,100,85,11138,0,79,2878,2638089,,,2026-09-26,no,Chicago_us_scores.csv
mpowerptchicago.com,US,Chicago,row,physio,Squarespace,36,89,73,100,9641,0,1713,3157,3576585,,,2026-09-26,no,Chicago_us_scores.csv
muscleandjointphysicaltherapy.com,US,Chicago,row,physio,WordPress,44,92,96,92,8102,0,1084,2567,4256843,FAST,,2026-09-26,no,Chicago_us_scores.csv
physiochicago.com,US,Chicago,row,physio,Squarespace,36,95,96,92,14175,0,1556,3453,3387145,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
physiopartners.com,US,Chicago,row,physio,,65,90,92,100,7105,0,151,3147,1046866,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
premierphysicaltherapy.com,US,Chicago,row,physio,unknown,28,83,100,85,17293,0,600,6444,2698338,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
relivetherapy.com,US,Chicago,row,physio,WordPress,90,89,100,85,2564,0,158,2262,1406005,,,2026-09-26,no,Chicago_us_scores.csv
rushpt.com,US,Chicago,row,physio,,60,92,96,100,11972,0,81,4351,2223323,FAST,,2026-09-26,no,Chicago_us_scores.csv
slooppt.com,US,Chicago,row,physio,Squarespace,75,100,100,92,3643,0,343,2593,1706272,,,2026-09-26,no,Chicago_us_scores.csv
unbrokenrehab.com,US,Chicago,row,physio,WordPress,25,83,96,100,5551,0,623,3789,6908069,,,2026-09-26,no,Chicago_us_scores.csv
vividpt.com,US,Chicago,row,physio,unknown,56,95,96,82,15630,0,258,4273,4161510,,,2026-09-26,no,Chicago_us_scores.csv
wlspine.com,US,Chicago,row,physio,,62,88,85,92,7642,0,288,2772,1160131,,,2026-09-26,no,Chicago_us_scores.csv
benlalez.com,US,Chicago,row,realtor,,31,81,96,77,18322,0,1293,5650,3928091,,,2026-09-26,no,Chicago_us_scores.csv
bradbrondyke.com,US,Chicago,row,realtor,Squarespace,36,95,77,100,10900,0,1012,4149,4271475,,,2026-09-26,no,Chicago_us_scores.csv
carriemccormickre.com,US,Chicago,row,realtor,unknown,90,97,100,100,2929,0,0,2314,987615,SLOW,,2026-09-26,no,Chicago_us_scores.csv
darbyzwagerman.com,US,Chicago,row,realtor,,47,83,77,92,12362,0,553,3139,7046032,,,2026-09-26,no,Chicago_us_scores.csv
eswchicago.com,US,Chicago,row,realtor,unknown,32,83,96,92,7660,0,2634,3606,11042668,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
jackiemack.com,US,Chicago,row,realtor,WordPress,44,78,73,92,15574,0,557,4623,17603088,SLOW,,2026-09-26,no,Chicago_us_scores.csv
kaagehomes.com,US,Chicago,row,realtor,WordPress,66,89,92,92,16456,0,57,3317,4011818,,,2026-09-26,no,Chicago_us_scores.csv
leighmarcus.com,US,Chicago,row,realtor,unknown,52,85,96,92,13564,0,389,3005,49847334,,,2026-09-26,no,Chicago_us_scores.csv
mahachicagorealestate.com,US,Chicago,row,realtor,WordPress,37,81,77,77,5261,0,1683,4625,7351146,,,2026-09-26,no,Chicago_us_scores.csv
markmanz.com,US,Chicago,row,realtor,unknown,78,72,96,83,3660,0,149,2735,1098088,FAST,,2026-09-26,no,Chicago_us_scores.csv
mattlaricy.com,US,Chicago,row,realtor,unknown,55,76,96,85,12642,0,324,3306,9261743,AVERAGE,,2026-09-26,no,Chicago_us_scores.csv
michaelscavogroup.com,US,Chicago,row,realtor,unknown,38,82,96,85,9378,0,1632,2292,3913127,,,2026-09-26,no,Chicago_us_scores.csv
modernlivingwithkat.com,US,Chicago,row,realtor,Squarespace,29,92,73,100,13531,0,1807,3606,6656986,,,2026-09-26,no,Chicago_us_scores.csv
mychicagobrokers.com,US,Chicago,row,realtor,WordPress,28,78,77,100,14500,0,2550,4586,6386566,,,2026-09-26,no,Chicago_us_scores.csv
nataliiagabryk.com,US,Chicago,row,realtor,Wix,62,97,100,92,7914,0,7,4776,11063135,,,2026-09-26,no,Chicago_us_scores.csv
oakparkexpert.com,US,Chicago,row,realtor,unknown,83,93,96,100,3591,0,216,1824,1677611,,,2026-09-26,no,Chicago_us_scores.csv
preppyrealtor.com,US,Chicago,row,realtor,Squarespace,67,85,96,85,4882,0,293,2199,2844905,,,2026-09-26,no,Chicago_us_scores.csv
romologroup.com,US,Chicago,row,realtor,unknown,39,79,73,77,24261,0,832,4071,10847786,,,2026-09-26,no,Chicago_us_scores.csv
rubinabokhari.com,US,Chicago,row,realtor,,44,91,69,100,11506,0,639,3239,5454870,,,2026-09-26,no,Chicago_us_scores.csv
sohailrealestate.com,US,Chicago,row,realtor,unknown,36,78,92,92,6602,0,1365,4952,13719507,,,2026-09-26,no,Chicago_us_scores.csv
alumcreekdental.com,US,Columbus,row,dental,unknown,70,62,100,82,6938,0,0,2575,934232,,,2026-09-26,no,Columbus_us_scores.csv
clevemorsedental.com,US,Columbus,row,dental,,89,84,100,75,2818,0,0,2668,86423,,,2026-09-26,no,Columbus_us_scores.csv
columbuscosmeticdental.com,US,Columbus,row,dental,WordPress,88,92,96,100,3302,0,0,940,377862,SLOW,,2026-09-26,no,Columbus_us_scores.csv
columbuscosmeticdentalcare.com,US,Columbus,row,dental,ProSites,58,70,77,85,9773,0,121,3906,1269931,,,2026-09-26,no,Columbus_us_scores.csv
columbusdenturesandimplants.com,US,Columbus,row,dental,unknown,69,94,96,100,5635,0,194,2458,3686414,,,2026-09-26,no,Columbus_us_scores.csv
columbusfamilydentalcare.com,US,Columbus,row,dental,unknown,57,87,100,92,9452,0,6,3386,3989641,,,2026-09-26,no,Columbus_us_scores.csv
gahannadentist.com,US,Columbus,row,dental,unknown,34,88,96,92,11632,0,160,7610,6405444,,,2026-09-26,no,Columbus_us_scores.csv
gcfamdent.com,US,Columbus,row,dental,WordPress,56,85,78,92,5235,0,564,1841,1949073,,,2026-09-26,no,Columbus_us_scores.csv
gentlefamilydentalcare.com,US,Columbus,row,dental,,56,93,81,100,11311,0,244,5011,1631821,,,2026-09-26,no,Columbus_us_scores.csv
heritagedentalohio.com,US,Columbus,row,dental,NexHealth,64,89,100,100,6902,0,162,4302,572871,FAST,,2026-09-26,no,Columbus_us_scores.csv
hilliardmoderndental.com,US,Columbus,row,dental,WordPress,57,82,100,92,11497,0,592,1334,1311666,,,2026-09-26,no,Columbus_us_scores.csv
just-smiles.com,US,Columbus,row,dental,WordPress,66,82,77,92,5701,0,272,1986,5219634,,,2026-09-26,no,Columbus_us_scores.csv
ohiocosmeticdentists.com,US,Columbus,row,dental,,36,83,74,85,15499,0,1141,3085,4907912,,,2026-09-26,no,Columbus_us_scores.csv
premierdentalcolumbus.com,US,Columbus,row,dental,ProSites,55,83,63,85,20807,0,115,7304,3960729,,,2026-09-26,no,Columbus_us_scores.csv
reynoldsburgfamilydental.com,US,Columbus,row,dental,unknown,72,86,100,85,4294,0,240,2710,999832,,,2026-09-26,no,Columbus_us_scores.csv
smilesaheadfamilydentistry.com,US,Columbus,row,dental,,44,76,92,85,13239,0,968,1826,3477834,,,2026-09-26,no,Columbus_us_scores.csv
westardental.com,US,Columbus,row,dental,unknown,82,92,100,100,3478,0,0,3478,6138932,,,2026-09-26,no,Columbus_us_scores.csv
westervilledentalhealth.com,US,Columbus,row,dental,,70,91,81,92,4682,0,0,4232,595357,,,2026-09-26,no,Columbus_us_scores.csv
westervilledentist.com,US,Columbus,row,dental,WordPress,64,97,50,92,16206,0,153,1370,5273062,,,2026-09-26,no,Columbus_us_scores.csv
zainfamilydentistry.com,US,Columbus,row,dental,unknown,89,98,100,100,2572,0,0,2572,106078,,,2026-09-26,no,Columbus_us_scores.csv
3brothersheatingcooling.com,US,Columbus,row,hvac,WordPress,88,91,96,92,2551,0,0,1987,809920,,,2026-09-26,no,Columbus_us_scores.csv
614ohhvac.com,US,Columbus,row,hvac,WordPress,98,91,100,100,1672,0,15,1672,2235388,,,2026-09-26,no,Columbus_us_scores.csv
carpentercolumbus.com,US,Columbus,row,hvac,WordPress,47,89,96,100,4653,0,1001,3372,2859798,SLOW,,2026-09-26,no,Columbus_us_scores.csv
columbushvacservices.com,US,Columbus,row,hvac,WordPress,72,91,81,92,5218,0,0,2281,1016566,,,2026-09-26,no,Columbus_us_scores.csv
comfortcrewohio.com,US,Columbus,row,hvac,,99,74,88,73,1578,0,0,1578,16795,,,2026-09-26,no,Columbus_us_scores.csv
coolheatcontrol.com,US,Columbus,row,hvac,WordPress,86,95,100,85,2744,0,0,2744,492110,,,2026-09-26,no,Columbus_us_scores.csv
customairco.com,US,Columbus,row,hvac,,42,92,78,92,5431,0,1449,2904,4429056,AVERAGE,,2026-09-26,no,Columbus_us_scores.csv
cwaohio.com,US,Columbus,row,hvac,,83,93,78,40,2845,0,484,1095,985106,FAST,,2026-09-26,no,Columbus_us_scores.csv
fivestarheatingandcoolinggroup.com,US,Columbus,row,hvac,,45,60,73,85,9607,0,294,2565,2566893,,,2026-09-26,no,Columbus_us_scores.csv
hetterheating.com,US,Columbus,row,hvac,WordPress,44,85,96,92,7352,0,607,4201,4548447,SLOW,,2026-09-26,no,Columbus_us_scores.csv
hilliarddublinheatingandair.com,US,Columbus,row,hvac,,31,50,96,85,9805,0,796,3024,2643840,,,2026-09-26,no,Columbus_us_scores.csv
kdhvacair.com,US,Columbus,row,hvac,,57,86,96,85,10693,0,312,3155,1492558,,,2026-09-26,no,Columbus_us_scores.csv
knowheating.com,US,Columbus,row,hvac,unknown,42,83,69,85,7630,0,2962,1685,4032728,,,2026-09-26,no,Columbus_us_scores.csv
masteraircolumbus.com,US,Columbus,row,hvac,unknown,85,87,100,92,2962,0,73,1811,800783,,,2026-09-26,no,Columbus_us_scores.csv
ohheating.com,US,Columbus,row,hvac,WordPress,66,97,78,77,2881,0,789,2131,2504111,SLOW,,2026-09-26,no,Columbus_us_scores.csv
qualityairandheat.com,US,Columbus,row,hvac,WordPress,63,68,96,85,3458,0,518,3308,7823485,,,2026-09-26,no,Columbus_us_scores.csv
rightwayhvac.com,US,Columbus,row,hvac,WordPress,35,86,96,69,17290,0,661,3454,13896021,,,2026-09-26,no,Columbus_us_scores.csv
subzerocomfort.com,US,Columbus,row,hvac,unknown,24,84,50,92,18460,0,829,4522,10697342,,,2026-09-26,no,Columbus_us_scores.csv
tcsheatingcooling.com,US,Columbus,row,hvac,Wix,63,95,81,92,6828,0,289,3508,2174235,,,2026-09-26,no,Columbus_us_scores.csv
temperatureprocolumbus.com,US,Columbus,row,hvac,,18,85,96,100,15645,0,778,4651,2510725,,,2026-09-26,no,Columbus_us_scores.csv
2020harris.com,US,Columbus,row,optometrist,,96,54,78,82,1531,0,0,1531,25216,,,2026-09-26,no,Columbus_us_scores.csv
bethelvisioncenter.com,US,Columbus,row,optometrist,Weebly,45,82,100,83,9236,0,963,3609,1754153,,,2026-09-26,no,Columbus_us_scores.csv
bresloweyecare.com,US,Columbus,row,optometrist,WordPress,38,80,73,85,10355,0,922,3331,3536259,,,2026-09-26,no,Columbus_us_scores.csv
columbuseyecareassociates.com,US,Columbus,row,optometrist,WordPress,41,85,78,92,5161,0,105,3844,1338178,,,2026-09-26,no,Columbus_us_scores.csv
columbuseyedocs.com,US,Columbus,row,optometrist,WordPress,61,84,96,100,6301,0,9,4110,1018805,,,2026-09-26,no,Columbus_us_scores.csv
columbuseyeworks.com,US,Columbus,row,optometrist,WordPress,27,100,100,100,18485,0,744,2705,2763238,,,2026-09-26,no,Columbus_us_scores.csv
eyesoncolumbus.com,US,Columbus,row,optometrist,unknown,54,79,81,61,14739,0,2,5369,2144708,,,2026-09-26,no,Columbus_us_scores.csv
eyesonhigh.com,US,Columbus,row,optometrist,,97,54,78,80,1381,0,0,1381,25684,,,2026-09-26,no,Columbus_us_scores.csv
grandviewvision.com,US,Columbus,row,optometrist,WordPress,51,93,100,92,13244,0,814,1258,1610108,,,2026-09-26,no,Columbus_us_scores.csv
grovecityeye.com,US,Columbus,row,optometrist,unknown,76,55,78,92,5413,0,10,2695,395600,,,2026-09-26,no,Columbus_us_scores.csv
grovecityvisioncenter.com,US,Columbus,row,optometrist,,41,100,81,92,8946,0,1255,3153,846870,FAST,,2026-09-26,no,Columbus_us_scores.csv
hheyecare.com,US,Columbus,row,optometrist,unknown,81,84,96,100,4394,0,0,1842,533077,,,2026-09-26,no,Columbus_us_scores.csv
medwesteyecare.com,US,Columbus,row,optometrist,Weebly,67,93,100,92,6914,0,69,3311,922562,,,2026-09-26,no,Columbus_us_scores.csv
ohioeyeco.com,US,Columbus,row,optometrist,unknown,48,81,92,77,22215,0,504,3163,12222728,,,2026-09-26,no,Columbus_us_scores.csv
polariseyecare.net,US,Columbus,row,optometrist,unknown,94,82,96,92,2435,0,22,1971,1208432,,,2026-09-26,no,Columbus_us_scores.csv
professionalvisioncareinc.com,US,Columbus,row,optometrist,unknown,47,75,92,77,15009,0,410,4505,5468196,AVERAGE,,2026-09-26,no,Columbus_us_scores.csv
